NEW_V0	NEW_V1	NEW_V2	NEW_V3	NEW_V4	NEW_V5	NEW_V6	NEW_V7	NEW_V8	NEW_V9	NEW_V10	NEW_V11	NEW_V12	target
0.24415452111143957	0.058370987385806664	-0.7093645890940965	0.11212775309482592	0.04560417265477318	0.39824639637948034	-0.04928093896514006	-0.4064796797082371	0.09102618619029855	-0.114353636850302	-0.06459437789691579	0.017554705799310708	-0.06669460493990549	0.175
0.07261171147407598	0.02044497733289508	-0.4666638074870249	0.10314005206720075	0.1335131690866408	-0.1551328358714865	0.056602635279148786	-0.10892273942166004	0.15655524786457709	-0.12792130058398893	-0.09553860799387205	-0.06595784022952152	-0.07667678036150216	0.676
0.05065402264923025	-0.06479543975110588	-0.3840839143278643	0.1953531668681711	0.09019026318410056	-0.2422544960177824	0.05351884057807207	-0.12302187263810446	0.11994487593507894	-0.1883898716683587	-0.05877295382241925	-0.07681085092340328	-0.09314376319445317	0.633
0.1451817826720755	-0.08651684903207035	-0.4308862108599193	0.1847001498298927	0.07305292837878224	-0.23017908579396437	0.04164457182050199	-0.07029670873585174	0.034804570779644994	-0.05280905632826037	-0.04979568192260264	-0.06346058475290313	-0.0712941072988002	0.206
0.09482221326675208	0.00296050991048729	-0.3631282618794971	0.1811083732352909	0.03559047144562804	-0.13188833311076678	-0.15630848755318905	-0.017807842313397687	0.023300911145998613	-0.08582896461868116	-0.03316540080729405	-0.10769729394290692	-0.08072252324553343	0.384
0.022517910460247016	-0.010276065315462013	-0.4228249869217095	0.06235434189362728	0.05760453275365743	-0.09015171884569385	0.02581931534369656	-0.07779387753331483	0.042749996481176514	-0.051209425962087385	-0.007824979288061265	-0.10355543274574712	-0.09011708782802356	0.06
-0.02799319120535239	-0.056717941266875016	-0.42360843664447584	0.09449395227091753	0.08640746942663843	-0.06239267055441984	0.03602899860766522	-0.06261977093001368	0.09950193944226342	-0.06800220799726985	0.045365788369446054	-0.08753932176113637	-0.04030119052624723	0.415
-0.054212948761439964	-0.08766889975801166	-0.372150920385391	0.11684187290779877	0.08862905686688022	-0.09401006867899513	0.06310412895924832	-0.055950181492122567	0.09549665025946531	-0.0604931758226232	0.017573506518306817	-0.07429669160732236	-0.031615387535998025	0.609
-0.08197487444875261	-0.08717869465959717	-0.32176442185579474	0.2169999380072068	0.025445446632274913	-0.10758660148086333	-0.09083616060993162	-0.001648834061953886	0.05641544727539251	-0.05308294249756002	0.03508712748184576	-0.08717012704257397	-0.03552698222981073	0.981
-0.36886897270654123	0.12654505353233383	-0.2450899013347175	0.13559796186738282	0.046464547202176736	0.0051618812948064155	-0.08455712362025654	-0.011973643684342991	0.07548244063694587	-0.14093357076952026	-0.02018081189861046	-0.1051141272700892	-0.051225434129355214	0.818
-0.43547046078818125	0.2907659320177854	-0.14464526525153146	0.08232346669957079	0.04356767272442828	0.04784686325643415	0.010343209461104168	-9.76309167250528e-05	0.10560869540879933	-0.13533656598074525	-0.05168054665085515	-0.09695374904771735	-0.02805298076401877	0.877
-0.41610365664929755	0.33304446956468503	-0.04431739321958703	0.2778583837982794	-0.0881761115896465	0.08816106453114606	-0.08336180796558243	-0.08403327408807182	0.051802510465872094	-0.12373056688850087	-0.02282469809191577	-0.12332758415418055	-0.05633212020680099	1.077
0.1559744519948563	0.6039194914605654	0.2926643931784513	0.1554171841384925	0.08832084082791553	0.02961540564212681	0.039394542387299336	-0.2110771373794885	0.15366998140384341	0.03540619170086369	0.024817360682730938	-0.08212929026232603	0.00912706663580244	-1.099
0.30562950165461666	0.7043184187172814	0.13458572906186797	-0.06514610725982727	0.057415167579005576	0.19307183325363064	-0.001171832897614956	-0.3454567443272052	0.1504983267773561	0.09991971854060974	0.037881163525877316	-0.055264205501051766	-0.002011348505190202	-1.656
0.09692875845957942	0.6678976612532258	-0.0020177708918823517	0.15829401407945723	0.0229922651559614	0.3051880318333812	0.06857662432724133	-0.2242437565908261	0.11469598898371591	0.07092646771264509	-0.013280241364639194	-0.09456871836708396	-0.08336774448690266	-0.615
0.31253197089185936	0.7288045890352272	0.1940804175769622	0.15545669745731527	0.07919047934666079	0.16300870275295182	0.08694133547187358	-0.3765597801364187	0.08406858298358363	0.011086151443506116	-0.021116976395943454	-0.09526138746520549	-0.1789001988069194	-1.366
0.18438319335862763	0.6481776687386595	0.011548711368520839	0.174771540501738	-0.03775465915534104	0.34105033311389854	-0.11841187628322496	-0.32626380436032537	0.08019390616305748	-0.010695519532264672	-0.02163617931557922	-0.13153980328216616	-0.18765656960359456	-0.345
0.6245445186574637	0.4815201832633821	-0.018113455688404976	0.1880164586114031	0.06909918681337464	0.15923520899989718	0.1074206892244214	-0.4223211486338697	0.10200966723931244	0.09972752947204928	0.0455649477746819	-0.0817145641595717	-0.138551532929151	-1.625
0.3700355762660587	0.317822629020953	-0.2509776796542616	0.1468602610889485	0.04653170707238869	0.24530234016839067	0.14015234129162066	-0.34258332535425656	0.10445654159503077	0.057531324631220244	-0.09306022829701253	-0.10149553293386997	-0.1155086255830233	-0.735
0.11293505936162652	0.18603158813934323	-0.3552105240569502	0.09860975288858558	0.026740790136737424	0.12386853986523956	0.08017978290308095	-0.2273406001671165	0.15927967365752965	0.0014663478145852374	-0.09811285759206277	-0.09272356091869921	-0.0008253947438071553	-0.153
0.10352985843300953	0.10336236617711335	-0.26255138911151216	0.13866369868563225	0.07298893385395279	0.0691932693999499	0.13384729498823753	-0.27006245794025324	0.21138454154709954	-0.05343386258407624	-0.1104345246164615	-0.09530606153862295	0.022349835493528234	0.054
0.22521908685263514	0.011418657388159534	-0.23165849222743654	0.0680380382357964	0.002097152802961467	-0.10497805491603021	0.09735876986118784	-0.46218382819298875	0.07109837423583343	-0.027720902939601687	-0.17968402282549342	-0.01094308671200556	0.286121893495207	0.037
0.08646375297866007	-0.07396197495004347	-0.34265862596446917	0.024584847557151235	0.041241679695343446	-0.038894077884073355	0.05253776737136765	-0.40172764638590985	0.05911468828496971	-0.046419891930596	-0.15909319684351253	0.0010908709374146126	0.42471731531546336	0.295
0.25909506492004086	0.016534421910914174	-0.18043299249515948	0.014268276165909614	0.06374990790763212	-0.11597950088020255	0.03021987470640056	-0.4318954761587768	-0.006439364890002857	0.015163390006231214	-0.19981395496779364	0.03184452872514422	0.46534027529102406	0.064
